_id,task_id,worker_id,status,logs,completed_at,sla_success
691b3cdfd66e62100c9cb196,task-1763392728441302834,Tessa,success,"-17 15:18:53.701917] Starting Sort Benchmark...\n\ng with 1,000 elements:\nle Sort: 0.0180s\nk Sort: 0.0007s\ne Sort: 0.0008s\nt-in Sort: 0.0001s\n\ng with 5,000 elements:\nle Sort: 0.5523s\nk Sort: 0.0064s\ne Sort: 0.0045s\nt-in Sort: 0.0003s\n\ng with 10,000 elements:\nle Sort: Skipped (too slow for 10000 elements)\nk Sort: 0.0084s\ne Sort: 0.0094s\nt-in Sort: 0.0008s\n\nrated sort_benchmark.csv\n-17 15:18:54.309418] Sort Benchmark completed ✓\n",2025-11-17T15:18:55.462Z,false
691b3cffd66e62100c9cb19e,task-1763392733470633147,Tessa,success,"-17 15:19:06.750246] Starting IO-Intensive Process 1: File Operations\n Creating 25 files...\n/25: 17MB written, Memory: 31.37MB\n/25: 17MB written, Memory: 33.46MB\n/25: 17MB written, Memory: 35.31MB\n/25: 17MB written, Memory: 55.78MB\n/25: 17MB written, Memory: 72.81MB\n/25: 17MB written, Memory: 72.81MB\n/25: 17MB written, Memory: 72.81MB\n/25: 17MB written, Memory: 72.81MB\n/25: 17MB written, Memory: 72.81MB\n0/25: 17MB written, Memory: 72.81MB\n1/25: 17MB written, Memory: 72.81MB\n2/25: 17MB written, Memory: 89.84MB\n3/25: 17MB written, Memory: 89.84MB\n4/25: 17MB written, Memory: 89.84MB\n5/25: 17MB written, Memory: 100.31MB\n6/25: 17MB written, Memory: 100.31MB\n7/25: 17MB written, Memory: 100.31MB\n8/25: 17MB written, Memory: 100.31MB\n9/25: 17MB written, Memory: 100.31MB\n0/25: 17MB written, Memory: 117.34MB\n1/25: 17MB written, Memory: 117.34MB\n2/25: 17MB written, Memory: 117.34MB\n3/25: 17MB written, Memory: 128.28MB\n4/25: 17MB written, Memory: 128.28MB\n5/25: 17MB written, Memory: 128.28MB\n\n Reading 25 files...\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n/25: Read 17825792 bytes\n0/25: Read 17825792 bytes\n1/25: Read 17825792 bytes\n2/25: Read 17825792 bytes\n3/25: Read 17825792 bytes\n4/25: Read 17825792 bytes\n5/25: Read 17825792 bytes\n6/25: Read 17825792 bytes\n7/25: Read 17825792 bytes\n8/25: Read 17825792 bytes\n9/25: Read 17825792 bytes\n0/25: Read 17825792 bytes\n1/25: Read 17825792 bytes\n2/25: Read 17825792 bytes\n3/25: Read 17825792 bytes\n4/25: Read 17825792 bytes\n5/25: Read 17825792 bytes\n\n Random access pattern...\n\n====================================================\ncompleted successfully!\neated: 25\nitten: 425.00 MB\nad: 425.00 MB\nory: 128.28 MB\n: 19.89 seconds\n====================================================\n",2025-11-17T15:19:27.310Z,false
691b3d1ed66e62100c9cb1a9,task-1763392738502248459,Tessa,success,"-17 15:19:34.383379] Starting IO-Intensive Process 1: File Operations\n Creating 28 files...\n/28: 9MB written, Memory: 26.23MB\n/28: 9MB written, Memory: 29.87MB\n/28: 9MB written, Memory: 33.52MB\n/28: 9MB written, Memory: 46.34MB\n/28: 9MB written, Memory: 55.09MB\n/28: 9MB written, Memory: 55.09MB\n/28: 9MB written, Memory: 55.09MB\n/28: 9MB written, Memory: 55.09MB\n/28: 9MB written, Memory: 57.43MB\n0/28: 9MB written, Memory: 57.43MB\n1/28: 9MB written, Memory: 59.30MB\n2/28: 9MB written, Memory: 68.37MB\n3/28: 9MB written, Memory: 68.37MB\n4/28: 9MB written, Memory: 70.55MB\n5/28: 9MB written, Memory: 79.62MB\n6/28: 9MB written, Memory: 79.62MB\n7/28: 9MB written, Memory: 83.84MB\n8/28: 9MB written, Memory: 83.84MB\n9/28: 9MB written, Memory: 83.84MB\n0/28: 9MB written, Memory: 92.74MB\n1/28: 9MB written, Memory: 92.74MB\n2/28: 9MB written, Memory: 97.74MB\n3/28: 9MB written, Memory: 97.74MB\n4/28: 9MB written, Memory: 100.55MB\n5/28: 9MB written, Memory: 109.46MB\n6/28: 9MB written, Memory: 109.46MB\n7/28: 9MB written, Memory: 109.46MB\n8/28: 9MB written, Memory: 118.21MB\n\n Reading 28 files...\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n/28: Read 9437184 bytes\n0/28: Read 9437184 bytes\n1/28: Read 9437184 bytes\n2/28: Read 9437184 bytes\n3/28: Read 9437184 bytes\n4/28: Read 9437184 bytes\n5/28: Read 9437184 bytes\n6/28: Read 9437184 bytes\n7/28: Read 9437184 bytes\n8/28: Read 9437184 bytes\n9/28: Read 9437184 bytes\n0/28: Read 9437184 bytes\n1/28: Read 9437184 bytes\n2/28: Read 9437184 bytes\n3/28: Read 9437184 bytes\n4/28: Read 9437184 bytes\n5/28: Read 9437184 bytes\n6/28: Read 9437184 bytes\n7/28: Read 9437184 bytes\n8/28: Read 9437184 bytes\n\n Random access pattern...\n\n====================================================\ncompleted successfully!\neated: 28\nitten: 252.00 MB\nad: 252.00 MB\nory: 118.21 MB\n: 22.17 seconds\n====================================================\n",2025-11-17T15:19:58.103Z,false
691b3d39d66e62100c9cb1b0,task-1763392743533568466,Tessa,success,"-17 15:20:03.841453] Starting IO-Intensive Process 1: File Operations\n Creating 29 files...\n/29: 11MB written, Memory: 26.43MB\n/29: 11MB written, Memory: 28.53MB\n/29: 11MB written, Memory: 29.58MB\n/29: 11MB written, Memory: 43.80MB\n/29: 11MB written, Memory: 54.89MB\n/29: 11MB written, Memory: 54.89MB\n/29: 11MB written, Memory: 54.89MB\n/29: 11MB written, Memory: 54.89MB\n/29: 11MB written, Memory: 59.43MB\n0/29: 11MB written, Memory: 70.21MB\n1/29: 11MB written, Memory: 70.21MB\n2/29: 11MB written, Memory: 70.21MB\n3/29: 11MB written, Memory: 70.21MB\n4/29: 11MB written, Memory: 73.18MB\n5/29: 11MB written, Memory: 84.11MB\n6/29: 11MB written, Memory: 84.11MB\n7/29: 11MB written, Memory: 84.11MB\n8/29: 11MB written, Memory: 95.21MB\n9/29: 11MB written, Memory: 95.21MB\n0/29: 11MB written, Memory: 95.21MB\n1/29: 11MB written, Memory: 104.58MB\n2/29: 11MB written, Memory: 104.58MB\n3/29: 11MB written, Memory: 104.58MB\n4/29: 11MB written, Memory: 115.52MB\n5/29: 11MB written, Memory: 115.52MB\n6/29: 11MB written, Memory: 115.68MB\n7/29: 11MB written, Memory: 126.61MB\n8/29: 11MB written, Memory: 126.61MB\n9/29: 11MB written, Memory: 126.61MB\n\n Reading 29 files...\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n/29: Read 11534336 bytes\n0/29: Read 11534336 bytes\n1/29: Read 11534336 bytes\n2/29: Read 11534336 bytes\n3/29: Read 11534336 bytes\n4/29: Read 11534336 bytes\n5/29: Read 11534336 bytes\n6/29: Read 11534336 bytes\n7/29: Read 11534336 bytes\n8/29: Read 11534336 bytes\n9/29: Read 11534336 bytes\n0/29: Read 11534336 bytes\n1/29: Read 11534336 bytes\n2/29: Read 11534336 bytes\n3/29: Read 11534336 bytes\n4/29: Read 11534336 bytes\n5/29: Read 11534336 bytes\n6/29: Read 11534336 bytes\n7/29: Read 11534336 bytes\n8/29: Read 11534336 bytes\n9/29: Read 11534336 bytes\n\n Random access pattern...\n\n====================================================\ncompleted successfully!\neated: 29\nitten: 319.00 MB\nad: 319.00 MB\nory: 126.61 MB\n: 21.22 seconds\n====================================================\n",2025-11-17T15:20:25.398Z,false
691b3d4fd66e62100c9cb1b4,task-1763392748564480181,Tessa,success,"-17 15:20:29.429336] Starting IO-Intensive Process 1: File Operations\n Creating 22 files...\n/22: 18MB written, Memory: 35.77MB\n/22: 18MB written, Memory: 37.95MB\n/22: 18MB written, Memory: 40.75MB\n/22: 18MB written, Memory: 63.25MB\n/22: 18MB written, Memory: 81.21MB\n/22: 18MB written, Memory: 81.21MB\n/22: 18MB written, Memory: 81.21MB\n/22: 18MB written, Memory: 81.21MB\n/22: 18MB written, Memory: 81.21MB\n0/22: 18MB written, Memory: 81.21MB\n1/22: 18MB written, Memory: 81.21MB\n2/22: 18MB written, Memory: 99.18MB\n3/22: 18MB written, Memory: 99.18MB\n4/22: 18MB written, Memory: 99.18MB\n5/22: 18MB written, Memory: 107.46MB\n6/22: 18MB written, Memory: 107.46MB\n7/22: 18MB written, Memory: 107.46MB\n8/22: 18MB written, Memory: 107.46MB\n9/22: 18MB written, Memory: 107.46MB\n0/22: 18MB written, Memory: 107.46MB\n1/22: 18MB written, Memory: 112.31MB\n2/22: 18MB written, Memory: 112.31MB\n\n Reading 22 files...\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n/22: Read 18874368 bytes\n0/22: Read 18874368 bytes\n1/22: Read 18874368 bytes\n2/22: Read 18874368 bytes\n3/22: Read 18874368 bytes\n4/22: Read 18874368 bytes\n5/22: Read 18874368 bytes\n6/22: Read 18874368 bytes\n7/22: Read 18874368 bytes\n8/22: Read 18874368 bytes\n9/22: Read 18874368 bytes\n0/22: Read 18874368 bytes\n1/22: Read 18874368 bytes\n2/22: Read 18874368 bytes\n\n Random access pattern...\n\n====================================================\ncompleted successfully!\neated: 22\nitten: 396.00 MB\nad: 396.00 MB\nory: 112.31 MB\n: 17.35 seconds\n====================================================\n",2025-11-17T15:20:47.060Z,false
691b3d5bd66e62100c9cb1b7,task-1763392753594341680,Tessa,success,"-17 15:20:57.381039] Starting Dataset Merge...\n\nng datasets:\nting dataset with 500,000 rows...\nrated 200,000 rows...\nrated 400,000 rows...\nting dataset with 500,000 rows...\nrated 200,000 rows...\nrated 400,000 rows...\nting dataset with 500,000 rows...\nrated 200,000 rows...\nrated 400,000 rows...\n\nrated 500,000 + 500,000 + 500,000 records\n\ndatasets...\ned total: 1,500,000 records\n\ng statistics...\nScore: 75,059,075.96\ne Age: 49.01\n Users: 749,186 (49.9%)\n\nby City:\no: 300,608\nn: 299,697\n9,710\n99,941\nx: 300,044\n\nrated merged_dataset.csv\n-17 15:20:59.111880] Dataset Merge completed ✓\n",2025-11-17T15:20:59.353Z,false
691b3d65d66e62100c9cb1ba,task-1763392758622557804,Tessa,success,"-17 15:21:07.052127] Starting Data Aggregation...\nting 2,000,000 transactions...\nrated 400,000 transactions...\nrated 800,000 transactions...\nrated 1,200,000 transactions...\nrated 1,600,000 transactions...\nrated 2,000,000 transactions...\n\nrated 2,000,000 transactions\n\ning by category...\n\n Analysis:\n: 248,874 transactions, $125,561,298.55 total, $504.52 avg\n 250,093 transactions, $126,150,877.25 total, $504.42 avg\nng: 250,491 transactions, $126,106,286.40 total, $503.44 avg\nonics: 250,281 transactions, $126,465,843.12 total, $505.30 avg\n249,692 transactions, $126,169,899.85 total, $505.30 avg\n249,444 transactions, $126,022,806.75 total, $505.21 avg\n: 251,000 transactions, $126,956,029.63 total, $505.80 avg\n250,125 transactions, $126,240,231.74 total, $504.71 avg\n\ning by country...\n\nAnalysis:\n: 286,471 transactions, $144,795,126.36\n: 286,579 transactions, $144,581,010.31\ny: 286,119 transactions, $144,480,498.84\n5,658 transactions, $144,212,488.36\nlia: 285,411 transactions, $143,987,354.20\n 285,077 transactions, $143,858,179.65\n84,685 transactions, $143,758,615.59\n\nrated aggregated_data.csv\n-17 15:21:09.676351] Data Aggregation completed ✓\n",2025-11-17T15:21:09.987Z,false
691b3d6ed66e62100c9cb1bc,task-1763392763651974189,Tessa,success,"-17 15:21:16.990568] Starting Graph Analysis...\nng graph with 100,000 nodes and 500,000 edges...\nd 20,000 nodes...\nd 40,000 nodes...\nd 60,000 nodes...\nd 80,000 nodes...\nd 100,000 nodes...\nd 100,000 edges...\nd 200,000 edges...\nd 300,000 edges...\nd 400,000 edges...\nd 500,000 edges...\n\nh built: 100,000 nodes, 500,000 edges\n\ng connectivity...\ne neighbors (sample): 4.74\nighbors: 13 (Node 78535)\ne edge weight: 50.59\n\nighest value nodes:\n080: value = 1000\n106: value = 1000\n105: value = 1000\n509: value = 1000\n736: value = 1000\n802: value = 1000\n468: value = 1000\n975: value = 1000\n976: value = 1000\n625: value = 1000\n\n-17 15:21:18.220463] Graph Analysis completed ✓\n",2025-11-17T15:21:18.382Z,false
691b3d70d66e62100c9cb1be,task-1763392678151373829,Tessa,success,"-17 15:18:04.087214] Starting CPU-Intensive Process 1: Matrix Operations\nng 133 matrix operations starting from 301x301...\nted 10/133 operations, Size: 490x490, CPU: 379.0%, Memory: 47.70MB\nted 20/133 operations, Size: 1042x1042, CPU: 404.5%, Memory: 70.89MB\nted 30/133 operations, Size: 678x678, CPU: 311.9%, Memory: 61.70MB\nted 40/133 operations, Size: 769x769, CPU: 485.4%, Memory: 111.88MB\nted 50/133 operations, Size: 840x840, CPU: 307.0%, Memory: 58.41MB\nted 60/133 operations, Size: 1835x1835, CPU: 385.1%, Memory: 148.58MB\nted 70/133 operations, Size: 2785x2785, CPU: 401.6%, Memory: 280.09MB\nted 80/133 operations, Size: 4014x4014, CPU: 396.0%, Memory: 440.45MB\nted 90/133 operations, Size: 4306x4306, CPU: 393.9%, Memory: 470.84MB\nted 100/133 operations, Size: 4162x4162, CPU: 394.7%, Memory: 443.77MB\nted 110/133 operations, Size: 3135x3135, CPU: 404.9%, Memory: 271.22MB\nted 120/133 operations, Size: 3990x3990, CPU: 393.2%, Memory: 412.54MB\nted 130/133 operations, Size: 3268x3268, CPU: 393.5%, Memory: 356.81MB\n\nng final intensive operations...\nmpleted on 300x300 matrix\nomposition completed on 400x400 matrix\n\n====================================================\ncompleted successfully!\n multiplied: 133\nd GFLOPS: 32.79\n: 535.9%\nory: 1124.44 MB\n: 196.59 seconds\n====================================================\n",2025-11-17T15:21:20.950Z,false
691b3d7bd66e62100c9cb1c0,task-1763392785174681653,Tessa,success,"-17 15:21:26.713648] Starting Statistical Analysis (Mixed Workload)...\nMixed Mode - Balanced CPU & Memory\n\n====================================================\ncal Analysis Configuration\n====================================================\ns: Descriptive Stats, T-Test, ANOVA, Correlation\nles per group: 1,000\n\nE] Generating sample data...\nE] ✓ Generated 3 groups with 1,000 samples each\n\nTIVE] Computing descriptive statistics...\n\nA:\n: 50.11, Std: 9.95\nan: 50.07, IQR: [43.81, 56.72]\n\nB:\n: 51.76, Std: 10.29\nan: 51.88, IQR: [44.49, 58.96]\n\nC:\n: 48.37, Std: 10.48\nan: 48.40, IQR: [41.20, 55.48]\n\n Performing independent samples t-tests...\nA vs B: t=-3.6557, p=0.0037, df=1998\nA vs C: t=3.7975, p=0.0063, df=1998\nB vs C: t=7.2983, p=0.0089, df=1998\n\nPerforming one-way ANOVA...\nistic: 27.3916\ne: 0.0552\n, 2997)\n\nTION] Computing correlations...\nA & B: r=0.0345\nA & C: r=0.0136\n\n====================================================\ncal Analysis Completed!\n====================================================\nration: 4.41s\nmples Analyzed: 3,000\nrformed: 7\n\n-17 15:21:31.122328] Statistical Analysis completed ✓\n",2025-11-17T15:21:31.301Z,false
691b3d7bd66e62100c9cb1c2,task-1763392768681433979,Tessa,success,"-17 15:21:28.601884] Starting Time Series Analysis...\nting 1000 time series with 10000 points each...\nrated 200 series...\nrated 400 series...\nrated 600 series...\nrated 800 series...\nrated 1000 series...\n\nrated 1000 time series\nl data points: 10,000,000\n\ng time series...\n_0: mean=97.85, std=52.58, range=224.73\n_1: mean=88.79, std=61.76, range=300.26\n_2: mean=237.56, std=76.10, range=347.44\n_3: mean=94.64, std=57.26, range=309.71\n_4: mean=63.36, std=40.07, range=166.19\n_5: mean=559.88, std=282.19, range=997.32\n_6: mean=206.41, std=128.30, range=505.13\n_7: mean=339.54, std=177.59, range=669.39\n_8: mean=321.94, std=173.69, range=635.96\n_9: mean=50.45, std=44.78, range=206.69\n\nrated timeseries_stats.csv\n-17 15:21:31.293929] Time Series Analysis completed ✓\n",2025-11-17T15:21:31.738Z,false
691b3dd4d66e62100c9cb1c5,task-1763392673126653014,Shehzada,success,"-17 15:17:58.791234] Starting CPU-Intensive Process 1: Matrix Operations\nng 148 matrix operations starting from 452x452...\nted 10/148 operations, Size: 812x812, CPU: 372.7%, Memory: 57.73MB\nted 20/148 operations, Size: 1098x1098, CPU: 372.4%, Memory: 84.49MB\nted 30/148 operations, Size: 1873x1873, CPU: 404.6%, Memory: 146.38MB\nted 40/148 operations, Size: 1232x1232, CPU: 363.0%, Memory: 153.51MB\nted 50/148 operations, Size: 2461x2461, CPU: 393.0%, Memory: 230.89MB\nted 60/148 operations, Size: 2753x2753, CPU: 398.8%, Memory: 223.60MB\nted 70/148 operations, Size: 1349x1349, CPU: 398.2%, Memory: 92.66MB\nted 80/148 operations, Size: 2901x2901, CPU: 398.3%, Memory: 258.51MB\nted 90/148 operations, Size: 2944x2944, CPU: 396.6%, Memory: 299.58MB\nted 100/148 operations, Size: 5105x5105, CPU: 370.9%, Memory: 707.13MB\nted 110/148 operations, Size: 5139x5139, CPU: 376.7%, Memory: 661.32MB\nted 120/148 operations, Size: 3784x3784, CPU: 397.2%, Memory: 386.12MB\nted 130/148 operations, Size: 5870x5870, CPU: 381.3%, Memory: 834.27MB\nted 140/148 operations, Size: 2815x2815, CPU: 403.7%, Memory: 228.22MB\n\nng final intensive operations...\nmpleted on 300x300 matrix\nomposition completed on 400x400 matrix\n\n====================================================\ncompleted successfully!\n multiplied: 148\nd GFLOPS: 37.82\n: 598.8%\nory: 1201.48 MB\n: 300.41 seconds\n====================================================\n",2025-11-17T15:23:00.027Z,false
691b3e28d66e62100c9cb1c6,task-1763392668095740561,Shehzada,success,"-17 15:17:54.192686] Starting CPU-Intensive Process 1: Matrix Operations\nng 146 matrix operations starting from 358x358...\nted 10/146 operations, Size: 808x808, CPU: 428.1%, Memory: 54.61MB\nted 20/146 operations, Size: 624x624, CPU: 418.1%, Memory: 54.10MB\nted 30/146 operations, Size: 1257x1257, CPU: 378.4%, Memory: 95.97MB\nted 40/146 operations, Size: 1099x1099, CPU: 379.7%, Memory: 143.01MB\nted 50/146 operations, Size: 1338x1338, CPU: 379.0%, Memory: 126.18MB\nted 60/146 operations, Size: 1066x1066, CPU: 409.7%, Memory: 74.45MB\nted 70/146 operations, Size: 2566x2566, CPU: 388.0%, Memory: 200.30MB\nted 80/146 operations, Size: 1543x1543, CPU: 386.8%, Memory: 105.71MB\nted 90/146 operations, Size: 4541x4541, CPU: 385.6%, Memory: 571.69MB\nted 100/146 operations, Size: 3031x3031, CPU: 391.3%, Memory: 265.63MB\nted 110/146 operations, Size: 4609x4609, CPU: 372.7%, Memory: 594.81MB\nted 120/146 operations, Size: 1905x1905, CPU: 384.7%, Memory: 127.26MB\nted 130/146 operations, Size: 6679x6679, CPU: 388.1%, Memory: 1067.49MB\nted 140/146 operations, Size: 2165x2165, CPU: 409.0%, Memory: 155.30MB\n\nng final intensive operations...\nmpleted on 300x300 matrix\nomposition completed on 400x400 matrix\n\n====================================================\ncompleted successfully!\n multiplied: 146\nd GFLOPS: 32.76\n: 521.8%\nory: 1323.04 MB\n: 389.17 seconds\n====================================================\n",2025-11-17T15:24:24.860Z,false
